ID,cluster,full_text,FAVORITE_C,QUOTE_C,REPLY_C,RETWEET_C,VIEWS_C
1758450619822588311,1,"@aStatement Neen, het is bezet na de Zesdaagde Oorlog en omdat de Arabische landen in Khartoum '67 weigerden te spreken over een terugname als gedemilitariseerd gebied https://t.co/3995lc9VGC",2,0,3,0,275.0
1758449848980836586,0,@PGILLON @de_NVA @PYDermagne hier te lezen:https://t.co/Nu06VV4v7C,0,0,0,0,17.0
1758231521398260057,1,"Et pour les francophones, la même chose. Mijn kritisch opiniestuk over hoe de overheid digitaal neutrale platformen dient uit te rollen werd nu ook in het Frans vertaald door Knack/DataNews. Lees hier: 👇💻https://t.co/6zUKWdzZxN https://t.co/bGYlpCU2CZ",22,0,3,6,798.0
1758126564145823999,8,@dopamine_not Niet verbaasd van zulke praat nadat een minister het ‘goede voorbeeld’ heeft gegeven. Blijf u schamen @carogennez en trek uw woorden terug!,7,1,14,0,599.0
1758109804415848552,1,GPS jamming in progress. Ik checkte deze ochtend mijn #GPS locatie vanuit ons hotel in Tel Aviv. Blijkt dat ik in Beiroet Airport zit. 🚀 Kwestie van inkomende Hezbollah raketten te misleiden zeker. Slim gezien 😌 https://t.co/BvOKPOnZPO,87,5,44,6,11228.0
1757676182886080953,9,"#Hamas in België. Een overheid kan zeker optreden alvorens een veroordeling valt. Voorlopige hechtenis van verdachten, bankrekeningen bevriezen enz. Kan men niet of wil men niet optreden? https://t.co/wVPrhhOGcL",448,5,92,112,16724.0
1758399342610657683,14,"Beste mensen,De Pakistaanse imam Muhammad Ansar Butt leidt de salat, het islamitisch gebed, op het spreekgestoelte van het Brussels parlement en wordt erna door het Brusselse regeringslid van ‘anti-racisme’ Nawal Ben Hamou van de PS gehuldigd. De socialisten vochten… https://t.co/aaHu1oemp9",1458,117,288,461,372293.0
1758378200101446135,3,"#Factcheck | De Croo beweert dat hij gigantisch veel jobs bij heeft gecreëerd en dat we zo in 2030 naar 80% tewerkstellingsgraad gaan.Is dat zo? Neen.Het Federaal Planbureau becijferde:• Dat tegen 2030 maar 74,3% van wie kan werken ook effectief zal werken. Het doel van… https://t.co/GYdJlClRNP",260,0,13,57,9542.0
1758613325900861824,14,Er is meer aan de hand met die imam. Veel meer. Het waren geen onschuldige verzen. Het was een boodschap. De boodschap van de overwinning van de islam op de ongelovigen/het Westen. En een heel heldere boodschap tegen joden. Ben Hamou kan niet aanblijven. AKP-PS’er Hasan…,772,13,101,199,75308.0
1758632641031713050,1,@BeFacar Battle of the Trench in surah Al Ahzaab … ze vermoorden bijna alle joden. En daarover gaat Al Ahzaab. Lijkt op 7 okt. Hij kiest enkele verzen 41-47. De soera duurt vier uur. Maar de intrinsieke boodschap is helder.,22,0,2,2,2206.0
1758635585659601277,1,@BeFacar Licht voor gelovigen.,0,0,3,0,601.0
1758636040888447419,14,"@BeFacar Hij kiest deze soera en die keuze is niet onschuldig. U zegt van wel, ik zeg van niet. Wie is die imam eigenlijk juist?",3,0,1,0,556.0
1758632758107394358,1,@TheFlens Battle of the Trench in surah Al Ahzaab … ze vermoorden bijna alle joden. En daarover gaat Al Ahzaab. Lijkt op 7 okt. Hij kiest enkele verzen 41-47. De soera duurt vier uur. Maar de intrinsieke boodschap is helder.,8,0,2,1,1872.0
1758634038527689108,14,@TheFlens Helemaal niet uit context. Zoek maar eens uit wat voor imam dat is.,2,0,2,0,187.0
1758635099422372067,1,@TheFlens Het is dé soera die het meest negatief is tegenover ongelovigen en joden. Allemaal toeval natuurlijk. Haha.,1,0,1,0,116.0
1758619555096629389,1,@Youssef_Kobo Battle of the Trench in surah Al Ahzaab … ze vermoorden bijna alle joden. En daarover gaat Al Ahzaab. Lijkt op 7 okt. Hij kiest enkele verzen 41-47. De soera duurt vier uur. Maar de intrinsieke boodschap is helder.,42,2,3,4,3561.0
1758626679407210796,1,@Youssef_Kobo Heb ik gedaan. En de Israëlische ambassadrice blijkbaar ook. Maar zoek vooral eens verder uit wie die imam juist is.,11,0,4,0,1376.0
1758615535644746090,1,@Juuyttendaele @nawalbenhamou @ParlbruRachid Quitté la salle? Décoré l’imam! 😅,31,0,2,3,1046.0
1758580137115701545,14,Welke soera uit de Koran zong de Imam eigenlijk in het Brusselse parlement?De radicale Imam zong de verzen van de soera “Al-Ahzab” (soera De Partijen) in het hart van de westerse democratie.Het gaat over een strijd tussen moslims en joden. De soera is vernoemd naar de 20e…,1368,71,182,534,138717.0
1758555812283175013,0,@PVelleAntiJihad @de_NVA @SafaiDarya Ik heb geen enkele reactie verwijderd.,13,0,2,0,3230.0
1758589720752255225,0,"@dewalhan @PVelleAntiJihad @dannyries @de_NVA @SafaiDarya Niets verborgen, niets verwijderd.",1,0,1,0,323.0
1758553001730408467,14,"Hasan Koyuncu, de socialistische ondervoorzitter van het Brusselse parlement, heeft deze Imam naar het parlement gebracht, alwaar deze koranverzen begon op te zeggen.Nadien ontving de imam een prijs uit handen van Nawal Ben Hamou, de socialistische staatssecretaris voor “Gelijke…",654,17,63,169,35878.0
1758517972652740674,14,Deze man heeft die imam uitgenodigd. Hij is ondervoorzitter van het parlement. Kan hij dat blijven dan? @PSofficiel ? https://t.co/JIJaKJK49K,522,9,107,119,29188.0
1758558397241098296,1,"@PVelleAntiJihad @PSofficiel Ik heb niets verwijderd of verborgen en heb u vermeld als bron. Waar slaat dit op, zeg.",11,0,2,0,920.0
1758516170729123903,14,"Wij kunnen ons in de Vlaamse media elke dag druk maken over onveilig Brussel, maar 80% van de Brusselaars en van de Brusselse politici begrijpen amper of geen Nederlands en lezen onze media niet. Ze kennen ons niet en onze mening interesseert hen niet.Brussel kan enkel…",350,5,65,39,29131.0
1758383137459945549,3,"#Wat #Als | Nu stopt de regering De Croo al haar tijd in discussies om de Belgische schulden te financieren (staatsbon). Maar #wat #als ze al die energie zou steken in serieuze hervormingen (arbeidsmarkt, pensioenen, belastingen)? En in het versterken van onze economie?• Dan… https://t.co/c6SEjEwzE5",208,2,22,36,6907.0
1758472658214129845,0,"@Alos371 @Remi95728173 @de_NVA Het is wel aan de N-VA om duidelijk te maken dat de budgettaire, sociaal-economische en maatschappelijke problemen niet meer opgelost krijgt in dit Belgische kader. Die link wordt ook in mijn eerste bericht gemaakt.",5,0,2,0,117.0
1758806091939426697,12,"Staatssecr @Nicole_demoor beantwoordt GEEN ENKELE schriftelijke parlementaire vraag op tijd.Officiële uitleg:  ""het is crisis, we hebben geen tijd""In werkelijkheid ligt alle info klaar maar brengt ze het liever eerst naar de pers ipv naar het parlement. https://t.co/7CgjGdWPdA",149,1,14,34,7389.0
1758807323760328812,1,"Bezettingsgraad gesloten centra 2023? Het parlement mag naar de info fluiten, maar in de week van de deadline zet @Nicole_demoor de gevraagde info op haar eigen website. De minachting voor het parlement druipt er vanaf.",14,0,1,4,369.0
1758806867168354321,12,"Terugkeercijfers 2023? Het parlement krijgt geen antwoord, maar 3 dagen voor de deadline van de parl vraag verschijnt het antwoord id krant.Selectief weliswaar, voor zover het Vivaldi uitkomt.",6,0,0,1,283.0
1758757611359375740,1,Dit land heeft met grote voorsprong de minste concentratie van rijkdom van heel Europa. https://t.co/1Dj0SkaM8h,229,11,45,68,24995.0
1758784748418158829,1,"@GBlomm Er wordt te veel herverdeeld. Inactieven krijgen evenveel om niks te doen, wie werkt wordt fiscaal uitgeperst.",43,2,3,1,1316.0
1758813640877101280,1,"@PVelleAntiJihad @PhilippeClose Knap werk, Peter!",11,0,1,2,387.0
1758826622696694161,1,Europarlementariërs in open brief aan Verlinden en Vervoort over toenemend geweld in Brussel: “Groeiend gevoel van onveiligheid in hoofdstad van de EU” https://t.co/A6B6nY7Ezs,205,5,54,31,13666.0
1758781204256423990,1,@LuytenCarina Niet omdat je Marokkaans van origine bent dat je daarom niet seculier kan zijn.,11,0,3,0,1066.0
1758745201655287931,14,"Beste mensen,Amai, het imam-filmpje dat ik gisteren postte en dat van @PVelleAntiJihad kwam, heeft iets in gang gezet… Meer dan een maand ná de feiten struikelden de Brusselse politici plots over elkaar om het zingen van koranverzen van op het spreekgestoelte van het… https://t.co/MUtIAxkuhv",1040,24,136,273,72115.0
1759145160959492549,8,"Goed dat zo veel Vlamingen Bart steunen om premier te worden. Het zal nodig zijn om de puinhopen van Vivaldi op te kuisen. Nieuwe peiling: populariteit Rousseau keldert, N-VA-voorzitter De Wever topfavoriet voor premierschap https://t.co/Cw3o4h0Y20",532,15,240,58,33247.0
1759142999840157733,1,"Grondig onderzoek nodig. Altijd bij zware incidenten. Het kan mislopen, maar de omstandigheden moeten altijd eerst goed onderzocht worden. https://t.co/hkN9wHm8gi",23,0,13,0,8544.0
1758460283717120371,1,"Voor alle luidruchtige vatniks en Poetinverstehers in het Westen, dit is wat het Russische regime met grote oppositiemonden doet. Onthou het maar goed. Russian opposition leader Navalny has died, prison service says.https://t.co/M7jMoBDe2W",215,17,264,31,27982.0
1759097622919360980,14,"Beste mensen,‘By all means necessary’Terwijl de PS dit weekend congresseert en zichzelf moed in praat, gaat het in haar electorale stronghold Brussel van kwaad naar erger. In Wallonië is het al niet veel beter. HeadlinesHamas is aanwezig in Brussel, Samidoun wordt steeds… https://t.co/RlttYsiQMH",266,4,30,64,18055.0
1759102998913933571,1,*die worden verspreid*gedacht,7,0,1,0,3607.0
1759098291059380665,1,@DGodefridi Ken hem goed. Is bekwaam.,0,0,0,0,398.0
1758975643390189768,14,"Het was niet een radicale Pakistaanse prediker, het waren er twee. Nawal en Hasan hebben integratiemedailles te veel blijkbaar. 🥇 🥇",183,1,22,29,11872.0
1758973738073092287,14,Maar wie is die imam en vriendje van de PS eigenlijk echt?!,64,0,6,10,7393.0
1758969569354334430,14,Die Pakistaanse imam kreeg een medaille voor zijn ‘goede integratie’ uit handen van de PS’ers Nawal en Hasan. Hij spreekt echter enkel Urdu en Engels. Geen Frans. Geweldige integratie. De Brusselse PS is een kiesvereniging van allochtone gemeenschappen. Zero cohesie. De…,448,3,30,64,22372.0
1758970134884970846,14,*en Arabisch natuurlijk. Kom je ook al een heel eind mee in Brussel.,73,0,0,3,4623.0
1759540195593179600,1,Het recordaantal klachten over ongewenste telefoons van televerkopers toont aan dat er nood is aan een opt-in in plaats van een opt-out systeem. Dat betekent dat je enkel reclametelefoontjes kan krijgen als je expliciet aangeeft dat je ze wil ontvangen https://t.co/KXvVoxaZkE,28,0,4,2,2313.0
1759572353640542690,12,"@pakkieBeyltjens Het probleem is dat de Bel-Me-Niet-Meer-lijst niet nageleefd wordt door de ondernemingen in kwestie, vandaar ook het recordaantal klachten",1,0,2,0,41.0
1759664883702890700,2,"Morgen @radio1be en @RTBFinfo @lapremiere over NAVO, Defensie en prekende imams in het parlement. https://t.co/0fPFEvuEWy",25,0,2,3,3763.0
1759660698823520696,2,Prima @terzaketv over Defensie. Duiding zoals duiding hoort te zijn. @PJDeSmedt 👍,31,0,9,1,9071.0
1759654412673278341,2,Lange eerste dag op het NAVO HQ in Evere voor de eerste dag van onze Brussels Meeting van het NAVO parlement. Materiële steun voor Oekraïne is meer dan ooit nodig evenals het dringend opschalen van onze defensie-inspanningen en industriële productie en de bescherming van onze… https://t.co/qD3j0z3wIP,67,0,25,5,7493.0
1759503814309052642,1,"NATO HQ: Schroot van 9/11 als symbool voor onze strijd tegen terreur. 7/10 zagen we dit afgrijselijke gruwelgelaat opnieuw. Nooit mogen we deze stijd opgeven. Leve het Vrije Westen. Leve democratie, gelijkwaardigheid en freedom of speech. Handen af van onze way of life. https://t.co/impFeWZZHN",215,7,184,16,23914.0
1759493318910545967,14,"Beste mensen,Het NAVO parlement komt drie dagen samen voor de jaarlijkse Brussels Meeting in het NAVO hoofdkwartier. Gisterenavond vergaderde het bureau van het parlement ter voorbereiding. Ring van vuurMet de moeilijke situatie aan het slagveld in Oekraïne, de vreselijke… https://t.co/5oRDmdDsHj",108,1,47,15,14076.0
1759477168755589274,1,"Beste mensen,‘Geïnstitutionaliseerd racisme’ is het modewoord van de wokies om het Westen en haar ‘wittemannencultuur’ te culpabiliseren voor al wat misloopt op deze aardkluit en ver daarbuiten. In Brussel bestaat er een tegenbeweging ‘geïnstitutionaliseerd antisemitisme’… https://t.co/dXYyLFEss2",314,2,47,64,21995.0
1759231091146145795,1,Wie is die Pakistaanse prediker en laatste nieuwe PS-knuffel in feite?!,156,1,28,32,14748.0
1759867890784723100,1,"@Serge_Maes @ericdor_econo Blijven geloven dat dit België kan werken, terwijl geen enkele grote hervorming federaal nog lukt en de cijfers rampzalig zijn. Dat is een risico dat we ons echt niet kunnen blijven permitteren…",8,0,5,0,213.0
1760664605993414899,8,RT @nvakamer: Vandaag in plenaire van @DeKamerBE vragen van:👉@BertWollants aan premier @alexanderdecroo over de deal met @EngieBelgium di…,0,0,0,6,
1760261804339466750,1,"𝗞𝗲𝗻𝘁 𝘂 𝗱𝗲 𝗽𝗮𝗿𝗮𝗽𝗹𝘂𝘁𝗲𝗰𝗵𝗻𝗶𝗲𝗸 𝗮𝗹?Wanneer het drugsgeweld in Brussel oplaait past elk deze techniek toe. O𝘱𝘭𝘰𝘴𝘴𝘪𝘯𝘨? Na het actuadebat lijkt deze nog lang niet in zicht. Geen nationaal drugsplan, geen actieplan, geen coördinatie. Niets. https://t.co/KEUqRNoiEM",32,0,4,2,3209.0
1760262954275016777,1,N-VA stelt 12 maatregelen voor om orde in ‘drugswijken’ te herstellen: https://t.co/7k0sJPy7KO,2,0,2,0,76.0
1759557945786773749,0,RT @de_NVA: 'De voorstellen van Magnette om minder te werken zijn pure fantasie. Hij zou beter focussen op de vele Waalse werklozen. Als de…,0,0,0,101,
1758078621808206160,7,"RT @FranckenTheo: Beste mensen,Brussel is totaal aan het verpauperen. Drugs, criminaliteit, armoede, zwervers, illegalen, asielzoekers op…",0,0,0,94,
1757436993439519238,0,RT @de_NVA: De sociale woonwijk Peterbos in Anderlecht is een no go-zone waar drugscriminelen de plak zwaaien. Brussels parlementslid @M_Va…,0,0,0,21,
1757116384377495648,0,RT @de_NVA: Minister Gilkinet moet van de rechtbank uiterlijk binnen 6 maanden nieuwe vliegroutes uitwerken van en naar Brussels Airport.…,0,0,0,24,
1755621933717037386,0,RT @de_NVA: 'Geweld tegen zorgverleners is geweld tegen onze volksgezondheid en een bedreiging voor de zorg van elke patiënt. Minister Vand…,0,0,0,12,
1747950952328331737,0,"RT @de_NVA: ""De linkerzijde zegt nogal gemakkelijk dat de war on drugs is verloren. Maar ze willen die gewoon niet voeren en drugs zelfs le…",0,0,0,33,
1747237852579016780,0,RT @de_NVA: 'We zetten alles op alles om dit land naar een omslag te brengen met de N-VA als leidende kracht in het noorden. Daarvoor wil i…,0,0,0,27,
1747237745221615809,3,RT @de_NVA: Dat is dan duidelijk: De Croo weigert te bevestigen dat hij de Vlaamse democratie zal respecteren. Open Vld is bereid om Vlaand…,0,0,0,133,
1740518658953154664,0,RT @de_NVA: 'We zijn hier vandaag allemaal opgetrommeld om nieuwe belastingen ter waarde van 175 miljoen euro goed te keuren. Men wil een n…,0,0,0,89,
1737878682138522044,0,"RT @de_NVA: 'Op een moment waarbij je leven instort, is het schandalig en onmenselijk dat je door een ziekenhuis niet geholpen wordt in je…",0,0,0,26,
1737841209484411295,10,RT @SanderLoones: Waarom verspreidt OpenVLD foute informatie naar haar partijleden? https://t.co/Z3U5EhiMSJ,0,0,0,135,
1737838855209030107,12,RT @nvakamer: Vandaag in de plenaire van @DeKamerBE vragen van:👉@GoethalsSigrid2 aan minister Vandenbroucke over patiëntenrechten in de B…,0,0,0,9,
1760620058143760556,1,"De Baertdoctrine toegepast op het migratierecht leidt tot ons virulent verzet tegen de terugkeerwetsontwerp van De Moor. Het zet een voet scheef. En dat kunnen we niet aanvaarden. Op 8 mei vindt de laatste zitting plaats van deze legislatuur. Nog 2,5 maanden parlementair verzet! https://t.co/8XkVeEbzoj",76,0,9,6,4992.0
1760589992303161549,1,Check de blik van @tomongena! #priceless 🤣,104,1,9,18,3931.0
1737039882868887703,14,"RT @de_NVA: Parlementsleden @gilverstra, @A_Tavernier en @GoethalsSigrid2 lanceren een actieplan rond het Nederlands in de Brusselse zieken…",0,0,0,20,
1736829272692572503,10,RT @gilverstra: We hebben als partij op alle denkbare niveaus al meermaals de problematiek van taal in de Brusselse ziekenhuizen aangekaart…,0,0,0,18,
1760556547455758536,1,Vakantiegangers moeten veel harder aangepakt worden. We zijn soft en naïef.,359,1,37,66,16757.0
1760683971556565374,13,"Spijtig dat 1 vraag niet gesteld werd: over hoeveel echte centen voor de spaarder ging het bij die opgefokte discussie over de #staatsbon nu eigenlijk?(Antwoord: per 1000€ spaargeld 4,5€/jaar meer of minder.)",41,1,2,3,2582.0
1760670104923124068,1,Voor wie het parcours van @openvld over #kernenergie wil samengevat zien. 👇 https://t.co/enD1sPH4NL,521,6,34,141,17834.0
1760669176815911221,8,Premier @alexanderdecroo verwijt @de_NVA vandaag in @DeKamerBE dat wij levensduur kerncentrales niet verlengden!Het woord #trumpisme is al fouter gebruikt. https://t.co/0tEaMODaaj,378,4,27,92,24581.0
1760670946371740100,1,"Strategische blunders mag je niet vergeten, je moet ze goed onthouden. @alexanderdecroo https://t.co/mIzAvNeIOp",613,6,51,160,16773.0
1760661712720556397,12,Blijkbaar heeft de voorzitter v/d @DeKamerBE geen greep op wat gepubliceerd wordt op de officiële (!) website van het parlement. Wat een amateurisme toch.,104,0,5,17,4591.0
1760661158141305324,1,Tegen gemaakte afspraken in worden niet-gestemde aanbevelingen van de #Congocommissie op de Kamerwebsite geplaatst.Bij interpellatie van @PeterDeRoover1 blijkt dat Kamervoorzitter @elianetillieux (PS) niet op de hoogte is van wat in haar naam gebeurt.https://t.co/JOgvevin1s https://t.co/GETzjbEwbQ,67,2,3,13,6116.0
1760355509348033000,1,‘Jammer voor de spaarders’ zegt @vincent_v_p maar verzwijgt dat het voor die spaarder letterlijk over enkele euro’s per maand verschil gaat bij die #staatsbon. Zijn niet-indexering van de belastingschalen kostte voor midden-salaris 750€/jaar in 2022. Dat was pas jammer. https://t.co/yqyPXniVtf,211,3,17,44,4841.0
1760370877978616265,1,@pieter_windey @vincent_v_p Ook dat laatste klopt maar aanpassen bij indexatie is echt niet zo ingewikkeld hoor.,0,0,1,0,86.0
1760219685931409838,1,Mag ik u vragen uw rekentoestel even boven te halen en het ‘voordeel’ uit te rekenen van dat ‘kant van de mens kiezen’?Drink er geen 2 koffies bij of het extraatje is weg. #staatsbon : much ado about nothing (behalve electorale profilering met lege doos).,93,1,11,6,5721.0
1760257901027815584,1,"@DaveSinardet Schijnbewegingen die valse indruk wekken, hebben niets te maken met ernstig beleid. Niet-indexering belastingschalen kostte bv. in 2022 750€ bij bescheiden inkomen. Daar hebben we druk gezet maar bleef #Vivaldi doof (en amper aandacht in de media).",8,1,0,2,385.0
1760285255372562714,1,@DirkRemans Had u al berekend wat er aan die staatsbon kan ‘verdiend’ worden? Mijn inzet: per 10000€ belegd spaargeld een koffie per maand.,1,0,1,0,64.0
1760288057872334867,1,"@DirkRemans Een week alle voorpagina’s voor een koffie terwijl we voor gigantische uitdagingen staan? Ja, dan zijn alle verhoudingen zoek.",0,0,1,0,40.0
1760425481906659629,1,"‘Het wetgevend migratiebilan van Vivaldi oogt bijzonder mager. Het migratiewetboek zal niet meer voor deze legislatuur zijn. Maar geen nood, laten we doen wat we in 2011 deden. In de periode van lopende zaken na de verkiezingen de migratiewetgeving fors verstrengen met de rechtse… https://t.co/6678YMjilG",123,1,24,14,8806.0
1759949053054304499,0,"@wilde_stefanie @de_NVA @vincent_v_p @AlexiaBertrand_ Met 2,5€/maand extra voor een inleg van 10000€ is de spaarder niet echt geholpen, lijkt me. Het frame van de minister over de #staatsbon staat haaks op de realiteit. https://t.co/6V6pzwzm9r",0,0,1,0,47.0
1759932013350355115,1,• #Fitch geeft België ‘outlook negative’ over begroting. • #Vivaldi maakt ruzie over #staatsbon die per 10000€ spaargeld amper 30€/jaar meer rente zou geven dan goed spaarboekje. Zo zegt @vincent_v_p spaarder te steunen. 🫣Stop schijngevecht als echte werk blijft liggen. https://t.co/w8S583yGLt,124,0,16,26,3574.0
1759923146440753464,3,"RT @SanderLoones: Fitch geeft aan België een rating ""'AA-' 𝘄𝗶𝘁𝗵 𝗮 𝗡𝗲𝗴𝗮𝘁𝗶𝘃𝗲 𝗢𝘂𝘁𝗹𝗼𝗼𝗸”.De begrotingsinspanningen van de regering De Croo zij…",0,0,0,60,1.0
1755585359209996398,12,"RT @nvakamer: Vandaag in @DeKamerBE, vragen van: 👉@anneleen_vb aan @alexanderdecroo over het klimaatarrest.👉@PeterDeRoover1 aan de prem…",0,0,0,18,
1760685542667358264,3,"'U verwijt de N-VA nooit werk te hebben gemaakt van een nucleaire verlenging, premier@alexanderdecroo. Maar het was net de anti-nucleaire@openvlddie daarover dwars lag in de vorige regering. U koos voor een linkse regering, u kreeg stilstand'(1/2) https://t.co/7Tn1lqy7hi",448,4,57,101,17247.0
1760685547046269260,8,Het slechte geheugen van @alexanderdecroo moet af en toe deftig opgefrist worden. Dan blijft enkel de arrogantie van de premier over.(2/2) https://t.co/in9hfkXmNo,180,4,8,50,5980.0
1760678908524175780,8,"'U koos er zélf voor om u te laten gijzelen door uw groene partners, premier @alexanderdecroo. U koos er zelf voor om het nucleaire dossier stof te laten vergaren. Daardoor veranderde het ENGIE-akkoord van een gouden in een loden deal. Wie is de dupe? De belastingbetaler.' https://t.co/X7udEiYYz5",453,3,28,84,9242.0
1760264244900073672,1,".@TinneVdS heeft trouwens altijd gesteld dat kernenergie te duur is. Dat ze nadien naar dat punt heeft onderhandeld, is ook niet verbazingwekkend.",46,0,5,0,714.0
1760254340361552346,1,@GerdVdB1 @TinneVdS @alexanderdecroo Onder zo laag moeten we eigenlijk begrijpen een stukje hoger dan voor de energiecrisis... https://t.co/6vvN8M2xvz,18,0,1,2,237.0
1760239786302828791,1,"@KVoorspools Alles hangt af van wat je een significante impact noemt. En daar mogen gerust meerdere visies over bestaan, natuurlijk. 0,7 % verlaging van de piek is niet zo heel erg veel (op dit moment).",4,0,2,0,297.0
1760234949817339943,1,"@Petergee1 @pvdabelgie @vooruit_nu @groen @cdenv @MR_officiel Inderdaad, Ecolo is er wel, Groen is er niet.",10,0,3,1,444.0
1759913201548873853,1,@WegWanBeheer @Dirk_Lauwers Gemeentemonitor laat toe te vergelijken per 100.000 inwoners: https://t.co/MfaeLzx41w,2,0,1,0,59.0
1760633435326980324,9,"Stop this glorification of terrorism on Western streets.While the Houthi terrorists make the world unsafe and continue to inflict unlimited damage on the economy, these people cheer for those terrorists on the streets of London:""Yemen Yemen make us proud, turn another ship… https://t.co/PzV7eKI37S",413,4,25,110,8848.0
1760404953447768471,14,RT @lalibrebe: L’imam savait ce qu’il faisait au Parlement bruxellois https://t.co/niXE8RtGiy,0,0,0,57,1.0
1760395965209481470,7,RT @etiennedujardin: Le summum du clientélisme PS. Organiser un évènement au parlement en présence d'un membre du gouvernement. Des personn…,0,0,0,118,
1760223020008779998,14,RT @FBBlackler: Bien d’accord avec cette députée qui dit ceci au sujet d’une psalmodie d’une  sourate du Coran au Parlement fédéral belge p…,0,0,0,261,
1727770041993646082,7,"RT @SafaiDarya: Today, I watched a horror movie. With this difference that it was not a staged play or acted... what we were shown really…",0,0,0,6923,
1720703415112638524,7,RT @FriedaGijbels: Helemaal van het padje af. Ziekenhuizen sluiten bedden door gebrek aan personeel. Zwaar problematisch. En ipv dat aan te…,0,0,0,210,
1696247146649919502,7,RT @lorinparys123: Ik heb hier lang over getwijfeld. Maar zwijgen voelt verkeerd want  mijn hoofd kan er niet bij en mijn maag draait om.…,0,0,0,112,
1677674383114924034,7,RT @federalepolitie: Wie herkent deze persoon ? Poging #ontvoering van een minderjarige in Schoten op 27-06-2023. https://t.co/KMOGW7I0RO h…,0,0,0,191,
1671400196998148096,7,RT @SanderLoones: Met degelijk parlementair grondwerk spit collega @SafaiDarya het Iraanse visumschandaal boven. De zware ernst ervan leidd…,0,0,0,55,
1667623108553867266,3,RT @SanderLoones: Weet je wat er finaal gebeurt wanneer de regering De Croo zo voortdoet? Dan zijn uw spaarcenten helemaal in gevaar…Ec…,0,0,0,44,
1653008266622824454,0,"RT @de_NVA: 'Werken is geen straf, het is een zegen en een feest waard. Zorg er dan ook voor dat zoveel mogelijk mensen de kans krijgen om…",0,0,0,5,
1652778354192384001,7,RT @Yngvild8: N-VA vraagt minister @AnneliesVl om uitleg te komen geven in een extra com binnenlandse zaken over de preventieve informatiep…,0,0,0,18,
1651620251602132993,0,"RT @de_NVA: 'Het Europees akkoord over werkloosheidsuitkeringen waarover morgen wordt gestemd, zet de deur wagenwijd open voor nog meer soc…",0,0,0,28,
1760719935406231813,1,Historisch nieuw #strafwetboek goedgekeurd maar #Vivaldi kon niet eens genoeg kamerleden optrommelen om aan een formele meerderheid van 76 te geraken. Gênant toch wel.,82,0,8,9,4757.0
1760626272953368647,0,RT @de_NVA: Bekijk het debat via: 👇https://t.co/IReLlziGIG,0,0,0,7,
1760621561927606768,1,"Kindermishandeling is vaak verborgen en dus onderschat. Per klas groeit minstens 1 leerling op in een situatie van ernstige verwaarlozing, mishandeling of seksueel geweld. Vandaag doorbreken we samen de stilte.Wees medestander, geen omstaander#nupraatikerover#wantpratenhelpt https://t.co/jYQWXOADsT",2,0,1,0,225.0
1760353227411694065,0,"RT @de_NVA: 'Iedereen zegt federale hervormingen te willen, maar waar waren die de afgelopen jaren? Er is een absolute behoefte aan systemi…",0,0,0,32,
1760251326292697144,3,RT @alainmoutonVL: ‘De regering-De Croo gaat nog roekelozer met uw belastinggeld om dan de regering-Verhofstadt’ - https://t.co/cYDangYADk…,0,0,0,115,
1759487119100145936,7,"RT @YungFierens: Horen, zien en zwijgen over kinderhandel daar doen wij niet aan mee. Via dit opiniestuk roepen we op dat ook @VRT de probl…",0,0,0,10,
1742134184456425900,13,"RT @BertBrugghemans: Dit artikel beschrijft de vreselijke impact van 1 agressiegeval op 1 team. Tel ze op, over een jaar heen. Dit is onder…",0,0,0,59,
1736125861319917664,7,RT @Beeldensjan: Geweld tegen hulpverleners kunnen en mogen we niet tolereren. Steun deze campagne en laat weten dat jullie deze mening del…,0,0,0,11,
1735656109434691983,7,RT @Isoldevde: Mooie getuigenis van @Yngvild8 in HLN.  https://t.co/sB0bntGkLW,0,0,0,11,
1735327909139657073,7,RT @YungFierens: Staande ovatie voor @Yngvild8 in de plenaire na haar emotionele tussenkomst als binnenlands geadopteerde die zo graag haar…,0,0,0,4,
1727632217428439165,10,"RT @vanderdoncktwim: Quousque tandem?Mijn voorstel om partijfinanciering te bevriezen - goed voor een besparing van +/- 10 miljoen -,  lig…",0,0,0,29,
1718905819071189337,7,RT @YungFierens: Geadopteerden ondernemen 6 x vaker een suïcidepoging dan hun niet-geadopteerde leeftijdsgenoten. Op 30 oktober herdenken…,0,0,0,5,
1759193513235775941,7,RT @Luchtbakker: Een drieluik. https://t.co/bHhtmXImLZ,0,0,0,59,
1736734476170903967,7,RT @GoethalsSigrid2: Hoe is het mogelijk dat je in de hoofdstad van Vlaanderen niet geholpen wordt in het Nederlands? Het verhaal over de…,0,0,0,13,
1735959647578714435,11,RT @BenWeyts: In onze Vlaamse rand heb je in 2023 niet eens recht op noodhulp in je eigen taal. Razend maakt je dat. De federale regering m…,0,0,0,130,
1735674141016015344,7,RT @SafaiDarya: Laat de kerstmagie beginnen!😊🎄❤️ https://t.co/0PdVp2QLmG,0,0,0,31,
1735672772636922197,11,RT @Zu_Demir: Kiezen tussen de liefde voor de Groenen of het overeind houden van de Vlaamse welvaart door mee cassatie aan te tekenen tegen…,0,0,0,86,
